,home_score,away_score,home_team,away_team,result,date,year,day,id
0,0,3,Burnley,Man City,0,2023-08-11 19:00:00+00:00,2023,4,4193450
1,2,1,Arsenal,Nottm Forest,1,2023-08-12 12:00:00+00:00,2023,5,4193451
2,1,1,Bournemouth,West Ham,0,2023-08-12 14:00:00+00:00,2023,5,4193452
3,4,1,Brighton,Luton,1,2023-08-12 14:00:00+00:00,2023,5,4193453
4,0,1,Everton,Fulham,0,2023-08-12 14:00:00+00:00,2023,5,4193454
5,0,1,Sheff Utd,Crystal Palace,0,2023-08-12 14:00:00+00:00,2023,5,4193455
6,5,1,Newcastle,Aston Villa,1,2023-08-12 16:30:00+00:00,2023,5,4193456
7,2,2,Brentford,Tottenham,0,2023-08-13 13:00:00+00:00,2023,6,4193457
8,1,1,Chelsea,Liverpool,0,2023-08-13 15:30:00+00:00,2023,6,4193458
9,1,0,Man United,Wolves,1,2023-08-14 19:00:00+00:00,2023,0,4193459
10,2,1,Nottm Forest,Sheff Utd,1,2023-08-18 18:45:00+00:00,2023,4,4193476
11,0,3,Fulham,Brentford,0,2023-08-19 14:00:00+00:00,2023,5,4193472
12,3,1,Liverpool,Bournemouth,1,2023-08-19 14:00:00+00:00,2023,5,4193473
13,1,4,Wolves,Brighton,0,2023-08-19 14:00:00+00:00,2023,5,4193479
14,2,0,Tottenham,Man United,1,2023-08-19 16:30:00+00:00,2023,5,4193477
15,1,0,Man City,Newcastle,1,2023-08-19 19:00:00+00:00,2023,5,4193475
16,4,0,Aston Villa,Everton,1,2023-08-20 13:00:00+00:00,2023,6,4193470
17,3,1,West Ham,Chelsea,1,2023-08-20 15:30:00+00:00,2023,6,4193478
18,0,1,Crystal Palace,Arsenal,0,2023-08-21 19:00:00+00:00,2023,0,4193471
19,3,0,Chelsea,Luton,1,2023-08-25 19:00:00+00:00,2023,4,4193485
20,0,2,Bournemouth,Tottenham,0,2023-08-26 11:30:00+00:00,2023,5,4193480
21,2,2,Arsenal,Fulham,0,2023-08-26 14:00:00+00:00,2023,5,4193481
22,1,1,Brentford,Crystal Palace,0,2023-08-26 14:00:00+00:00,2023,5,4193482
23,0,1,Everton,Wolves,0,2023-08-26 14:00:00+00:00,2023,5,4193486
24,3,2,Man United,Nottm Forest,1,2023-08-26 14:00:00+00:00,2023,5,4193487
25,1,3,Brighton,West Ham,0,2023-08-26 16:30:00+00:00,2023,5,4193483
26,1,3,Burnley,Aston Villa,0,2023-08-27 13:00:00+00:00,2023,6,4193484
27,1,2,Sheff Utd,Man City,0,2023-08-27 13:00:00+00:00,2023,6,4193489
28,1,2,Newcastle,Liverpool,0,2023-08-27 15:30:00+00:00,2023,6,4193488
29,1,2,Luton,West Ham,0,2023-09-01 19:00:00+00:00,2023,4,4193497
30,2,2,Sheff Utd,Everton,0,2023-09-02 11:30:00+00:00,2023,5,4193499
31,2,2,Brentford,Bournemouth,0,2023-09-02 14:00:00+00:00,2023,5,4193491
32,2,5,Burnley,Tottenham,0,2023-09-02 14:00:00+00:00,2023,5,4193493
33,0,1,Chelsea,Nottm Forest,0,2023-09-02 14:00:00+00:00,2023,5,4193494
34,5,1,Man City,Fulham,1,2023-09-02 14:00:00+00:00,2023,5,4193498
35,3,1,Brighton,Newcastle,1,2023-09-02 16:30:00+00:00,2023,5,4193492
36,3,2,Crystal Palace,Wolves,1,2023-09-03 13:00:00+00:00,2023,6,4193495
37,3,0,Liverpool,Aston Villa,1,2023-09-03 13:00:00+00:00,2023,6,4193496
38,3,1,Arsenal,Man United,1,2023-09-03 15:30:00+00:00,2023,6,4193490
39,1,3,Wolves,Liverpool,0,2023-09-16 11:30:00+00:00,2023,5,4193509
40,3,1,Aston Villa,Crystal Palace,1,2023-09-16 14:00:00+00:00,2023,5,4193501
41,1,0,Fulham,Luton,1,2023-09-16 14:00:00+00:00,2023,5,4193503
42,1,3,Man United,Brighton,0,2023-09-16 14:00:00+00:00,2023,5,4193504
43,2,1,Tottenham,Sheff Utd,1,2023-09-16 14:00:00+00:00,2023,5,4193507
44,1,3,West Ham,Man City,0,2023-09-16 14:00:00+00:00,2023,5,4193508
45,1,0,Newcastle,Brentford,1,2023-09-16 16:30:00+00:00,2023,5,4193505
46,0,0,Bournemouth,Chelsea,0,2023-09-17 13:00:00+00:00,2023,6,4193500
47,0,1,Everton,Arsenal,0,2023-09-17 15:30:00+00:00,2023,6,4193502
48,1,1,Nottm Forest,Burnley,0,2023-09-18 18:45:00+00:00,2023,0,4193506
49,0,0,Crystal Palace,Fulham,0,2023-09-23 14:00:00+00:00,2023,5,4193515
50,1,1,Luton,Wolves,0,2023-09-23 14:00:00+00:00,2023,5,4193517
51,2,0,Man City,Nottm Forest,1,2023-09-23 14:00:00+00:00,2023,5,4193518
52,1,3,Brentford,Everton,0,2023-09-23 16:30:00+00:00,2023,5,4193511
53,0,1,Burnley,Man United,0,2023-09-23 19:00:00+00:00,2023,5,4193513
54,2,2,Arsenal,Tottenham,0,2023-09-24 13:00:00+00:00,2023,6,4193510
55,3,1,Brighton,Bournemouth,1,2023-09-24 13:00:00+00:00,2023,6,4193512
56,0,1,Chelsea,Aston Villa,0,2023-09-24 13:00:00+00:00,2023,6,4193514
57,3,1,Liverpool,West Ham,1,2023-09-24 13:00:00+00:00,2023,6,4193516
58,0,8,Sheff Utd,Newcastle,0,2023-09-24 15:30:00+00:00,2023,6,4193519
59,6,1,Aston Villa,Brighton,1,2023-09-30 11:30:00+00:00,2023,5,4193521
60,0,4,Bournemouth,Arsenal,0,2023-09-30 14:00:00+00:00,2023,5,4193520
61,1,2,Everton,Luton,0,2023-09-30 14:00:00+00:00,2023,5,4193522
62,0,1,Man United,Crystal Palace,0,2023-09-30 14:00:00+00:00,2023,5,4193524
63,2,0,Newcastle,Burnley,1,2023-09-30 14:00:00+00:00,2023,5,4193525
64,2,0,West Ham,Sheff Utd,1,2023-09-30 14:00:00+00:00,2023,5,4193528
65,2,1,Wolves,Man City,1,2023-09-30 14:00:00+00:00,2023,5,4193529
66,2,1,Tottenham,Liverpool,1,2023-09-30 16:30:00+00:00,2023,5,4193527
67,1,1,Nottm Forest,Brentford,0,2023-10-01 13:00:00+00:00,2023,6,4193526
68,0,2,Fulham,Chelsea,0,2023-10-02 19:00:00+00:00,2023,0,4193523
69,1,2,Luton,Burnley,0,2023-10-03 18:30:00+00:00,2023,1,4193474
70,0,1,Luton,Tottenham,0,2023-10-07 11:30:00+00:00,2023,5,4193536
71,1,4,Burnley,Chelsea,0,2023-10-07 14:00:00+00:00,2023,5,4193532
72,3,0,Everton,Bournemouth,1,2023-10-07 14:00:00+00:00,2023,5,4193534
73,3,1,Fulham,Sheff Utd,1,2023-10-07 14:00:00+00:00,2023,5,4193535
74,2,1,Man United,Brentford,1,2023-10-07 14:00:00+00:00,2023,5,4193537
75,0,0,Crystal Palace,Nottm Forest,0,2023-10-07 16:30:00+00:00,2023,5,4193533
76,2,2,Brighton,Liverpool,0,2023-10-08 13:00:00+00:00,2023,6,4193531
77,2,2,West Ham,Newcastle,0,2023-10-08 13:00:00+00:00,2023,6,4193538
78,1,1,Wolves,Aston Villa,0,2023-10-08 13:00:00+00:00,2023,6,4193539
79,1,0,Arsenal,Man City,1,2023-10-08 15:30:00+00:00,2023,6,4193530
80,2,0,Liverpool,Everton,1,2023-10-21 11:30:00+00:00,2023,5,4193544
81,1,2,Bournemouth,Wolves,0,2023-10-21 14:00:00+00:00,2023,5,4193540
82,3,0,Brentford,Burnley,1,2023-10-21 14:00:00+00:00,2023,5,4193542
83,2,1,Man City,Brighton,1,2023-10-21 14:00:00+00:00,2023,5,4193545
84,4,0,Newcastle,Crystal Palace,1,2023-10-21 14:00:00+00:00,2023,5,4193546
85,2,2,Nottm Forest,Luton,0,2023-10-21 14:00:00+00:00,2023,5,4193547
86,2,2,Chelsea,Arsenal,0,2023-10-21 16:30:00+00:00,2023,5,4193543
87,1,2,Sheff Utd,Man United,0,2023-10-21 19:00:00+00:00,2023,5,4193548
88,4,1,Aston Villa,West Ham,1,2023-10-22 15:30:00+00:00,2023,6,4193541
89,2,0,Tottenham,Fulham,1,2023-10-23 19:00:00+00:00,2023,0,4193549
90,1,2,Crystal Palace,Tottenham,0,2023-10-27 19:00:00+00:00,2023,4,4193555
91,0,2,Chelsea,Brentford,0,2023-10-28 11:30:00+00:00,2023,5,4193554
92,2,1,Bournemouth,Burnley,1,2023-10-28 14:00:00+00:00,2023,5,4193550
93,5,0,Arsenal,Sheff Utd,1,2023-10-28 14:00:00+00:00,2023,5,4193551
94,2,2,Wolves,Newcastle,0,2023-10-28 16:30:00+00:00,2023,5,4193559
95,0,1,West Ham,Everton,0,2023-10-29 13:00:00+00:00,2023,6,4193558
96,3,1,Aston Villa,Luton,1,2023-10-29 14:00:00+00:00,2023,6,4193552
97,1,1,Brighton,Fulham,0,2023-10-29 14:00:00+00:00,2023,6,4193553
98,3,0,Liverpool,Nottm Forest,1,2023-10-29 14:00:00+00:00,2023,6,4193556
99,0,3,Man United,Man City,0,2023-10-29 15:30:00+00:00,2023,6,4193557
100,0,1,Fulham,Man United,0,2023-11-04 12:30:00+00:00,2023,5,4193563
101,3,2,Brentford,West Ham,1,2023-11-04 15:00:00+00:00,2023,5,4193560
102,0,2,Burnley,Crystal Palace,0,2023-11-04 15:00:00+00:00,2023,5,4193561
103,1,1,Everton,Brighton,0,2023-11-04 15:00:00+00:00,2023,5,4193562
104,6,1,Man City,Bournemouth,1,2023-11-04 15:00:00+00:00,2023,5,4193565
105,2,1,Sheff Utd,Wolves,1,2023-11-04 15:00:00+00:00,2023,5,4193568
106,1,0,Newcastle,Arsenal,1,2023-11-04 17:30:00+00:00,2023,5,4193566
107,2,0,Nottm Forest,Aston Villa,1,2023-11-05 14:00:00+00:00,2023,6,4193567
108,1,1,Luton,Liverpool,0,2023-11-05 16:30:00+00:00,2023,6,4193564
109,1,4,Tottenham,Chelsea,0,2023-11-06 20:00:00+00:00,2023,0,4193569
110,2,1,Wolves,Tottenham,1,2023-11-11 12:30:00+00:00,2023,5,4193579
111,3,1,Arsenal,Burnley,1,2023-11-11 15:00:00+00:00,2023,5,4193571
112,2,3,Crystal Palace,Everton,0,2023-11-11 15:00:00+00:00,2023,5,4193575
113,1,0,Man United,Luton,1,2023-11-11 15:00:00+00:00,2023,5,4193577
114,2,0,Bournemouth,Newcastle,1,2023-11-11 17:30:00+00:00,2023,5,4193570
115,3,1,Aston Villa,Fulham,1,2023-11-12 14:00:00+00:00,2023,6,4193572
116,1,1,Brighton,Sheff Utd,0,2023-11-12 14:00:00+00:00,2023,6,4193573
117,3,0,Liverpool,Brentford,1,2023-11-12 14:00:00+00:00,2023,6,4193576
118,3,2,West Ham,Nottm Forest,1,2023-11-12 14:00:00+00:00,2023,6,4193578
119,4,4,Chelsea,Man City,0,2023-11-12 16:30:00+00:00,2023,6,4193574
120,1,1,Man City,Liverpool,0,2023-11-25 12:30:00+00:00,2023,5,4193656
121,1,2,Burnley,West Ham,0,2023-11-25 15:00:00+00:00,2023,5,4193652
122,2,1,Luton,Crystal Palace,1,2023-11-25 15:00:00+00:00,2023,5,4193655
123,4,1,Newcastle,Chelsea,1,2023-11-25 15:00:00+00:00,2023,5,4193657
124,2,3,Nottm Forest,Brighton,0,2023-11-25 15:00:00+00:00,2023,5,4193658
125,1,3,Sheff Utd,Bournemouth,0,2023-11-25 15:00:00+00:00,2023,5,4193659
126,0,1,Brentford,Arsenal,0,2023-11-25 17:30:00+00:00,2023,5,4193651
127,1,2,Tottenham,Aston Villa,0,2023-11-26 14:00:00+00:00,2023,6,4193660
128,0,3,Everton,Man United,0,2023-11-26 16:30:00+00:00,2023,6,4193653
129,3,2,Fulham,Wolves,1,2023-11-27 20:00:00+00:00,2023,0,4193654
130,0,0,Man City,Brentford,0,2023-12-23 15:00:00+00:00,2023,5,4193706
131,0,2,Crystal Palace,Arsenal,0,2022-08-05 19:00:00+00:00,2022,4,3900932
132,2,2,Fulham,Liverpool,0,2022-08-06 11:30:00+00:00,2022,5,3900933
133,2,0,Bournemouth,Aston Villa,1,2022-08-06 14:00:00+00:00,2022,5,3900934
134,2,1,Leeds,Wolves,1,2022-08-06 14:00:00+00:00,2022,5,3900935
135,2,0,Newcastle,Nottm Forest,1,2022-08-06 14:00:00+00:00,2022,5,3900937
136,4,1,Tottenham,Southampton,1,2022-08-06 14:00:00+00:00,2022,5,3900938
137,0,1,Everton,Chelsea,0,2022-08-06 16:30:00+00:00,2022,5,3900939
138,2,2,Leicester,Brentford,0,2022-08-07 13:00:00+00:00,2022,6,3900936
139,1,2,Man United,Brighton,0,2022-08-07 13:00:00+00:00,2022,6,3900940
140,0,2,West Ham,Man City,0,2022-08-07 15:30:00+00:00,2022,6,3900941
141,2,1,Aston Villa,Everton,1,2022-08-13 11:30:00+00:00,2022,5,3900943
142,4,2,Arsenal,Leicester,1,2022-08-13 14:00:00+00:00,2022,5,3900942
143,0,0,Brighton,Newcastle,0,2022-08-13 14:00:00+00:00,2022,5,3900945
144,4,0,Man City,Bournemouth,1,2022-08-13 14:00:00+00:00,2022,5,3900948
145,2,2,Southampton,Leeds,0,2022-08-13 14:00:00+00:00,2022,5,3900950
146,0,0,Wolves,Fulham,0,2022-08-13 14:00:00+00:00,2022,5,3900951
147,4,0,Brentford,Man United,1,2022-08-13 16:30:00+00:00,2022,5,3900944
148,1,0,Nottm Forest,West Ham,1,2022-08-14 13:00:00+00:00,2022,6,3900949
149,2,2,Chelsea,Tottenham,0,2022-08-14 15:30:00+00:00,2022,6,3900946
150,1,1,Liverpool,Crystal Palace,0,2022-08-15 19:00:00+00:00,2022,0,3900947
151,1,0,Tottenham,Wolves,1,2022-08-20 11:30:00+00:00,2022,5,3900960
152,3,1,Crystal Palace,Aston Villa,1,2022-08-20 14:00:00+00:00,2022,5,3900953
153,1,1,Everton,Nottm Forest,0,2022-08-20 14:00:00+00:00,2022,5,3900954
154,3,2,Fulham,Brentford,1,2022-08-20 14:00:00+00:00,2022,5,3900955
155,1,2,Leicester,Southampton,0,2022-08-20 14:00:00+00:00,2022,5,3900957
156,0,3,Bournemouth,Arsenal,0,2022-08-20 16:30:00+00:00,2022,5,3900952
157,3,0,Leeds,Chelsea,1,2022-08-21 13:00:00+00:00,2022,6,3900956
158,0,2,West Ham,Brighton,0,2022-08-21 13:00:00+00:00,2022,6,3900961
159,3,3,Newcastle,Man City,0,2022-08-21 15:30:00+00:00,2022,6,3900959
160,2,1,Man United,Liverpool,1,2022-08-22 19:00:00+00:00,2022,0,3900958
161,0,1,Southampton,Man United,0,2022-08-27 11:30:00+00:00,2022,5,3900970
162,1,1,Brentford,Everton,0,2022-08-27 14:00:00+00:00,2022,5,3900964
163,1,0,Brighton,Leeds,1,2022-08-27 14:00:00+00:00,2022,5,3900965
164,2,1,Chelsea,Leicester,1,2022-08-27 14:00:00+00:00,2022,5,3900966
165,9,0,Liverpool,Bournemouth,1,2022-08-27 14:00:00+00:00,2022,5,3900967
166,4,2,Man City,Crystal Palace,1,2022-08-27 14:00:00+00:00,2022,5,3900968
167,2,1,Arsenal,Fulham,1,2022-08-27 16:30:00+00:00,2022,5,3900962
168,0,1,Aston Villa,West Ham,0,2022-08-28 13:00:00+00:00,2022,6,3900963
169,1,1,Wolves,Newcastle,0,2022-08-28 13:00:00+00:00,2022,6,3900971
170,0,2,Nottm Forest,Tottenham,0,2022-08-28 15:30:00+00:00,2022,6,3900969
171,1,1,Crystal Palace,Brentford,0,2022-08-30 18:30:00+00:00,2022,1,3900978
172,2,1,Fulham,Brighton,1,2022-08-30 18:30:00+00:00,2022,1,3900974
173,2,1,Southampton,Chelsea,1,2022-08-30 18:45:00+00:00,2022,1,3900979
174,1,1,Leeds,Everton,0,2022-08-30 19:00:00+00:00,2022,1,3900975
175,0,0,Bournemouth,Wolves,0,2022-08-31 18:30:00+00:00,2022,2,3900973
176,2,1,Arsenal,Aston Villa,1,2022-08-31 18:30:00+00:00,2022,2,3900972
177,6,0,Man City,Nottm Forest,1,2022-08-31 18:30:00+00:00,2022,2,3900981
178,1,1,West Ham,Tottenham,0,2022-08-31 18:45:00+00:00,2022,2,3900977
179,2,1,Liverpool,Newcastle,1,2022-08-31 19:00:00+00:00,2022,2,3900980
180,0,1,Leicester,Man United,0,2022-09-01 19:00:00+00:00,2022,3,3900976
181,0,0,Everton,Liverpool,0,2022-09-03 11:30:00+00:00,2022,5,3900986
182,5,2,Brentford,Leeds,1,2022-09-03 14:00:00+00:00,2022,5,3900983
183,2,1,Chelsea,West Ham,1,2022-09-03 14:00:00+00:00,2022,5,3900985
184,0,0,Newcastle,Crystal Palace,0,2022-09-03 14:00:00+00:00,2022,5,3900988
185,2,3,Nottm Forest,Bournemouth,0,2022-09-03 14:00:00+00:00,2022,5,3900989
186,2,1,Tottenham,Fulham,1,2022-09-03 14:00:00+00:00,2022,5,3900990
187,1,0,Wolves,Southampton,1,2022-09-03 14:00:00+00:00,2022,5,3900991
188,1,1,Aston Villa,Man City,0,2022-09-03 16:30:00+00:00,2022,5,3900982
189,5,2,Brighton,Leicester,1,2022-09-04 13:00:00+00:00,2022,6,3900984
190,3,1,Man United,Arsenal,1,2022-09-04 15:30:00+00:00,2022,6,3900987
191,1,0,Aston Villa,Southampton,1,2022-09-16 19:00:00+00:00,2022,4,3901002
192,2,3,Nottm Forest,Fulham,0,2022-09-16 19:00:00+00:00,2022,4,3901009
193,0,3,Wolves,Man City,0,2022-09-17 11:30:00+00:00,2022,5,3901011
194,1,1,Newcastle,Bournemouth,0,2022-09-17 14:00:00+00:00,2022,5,3901008
195,6,2,Tottenham,Leicester,1,2022-09-17 16:30:00+00:00,2022,5,3901010
196,0,3,Brentford,Arsenal,0,2022-09-18 11:00:00+00:00,2022,6,3901003
197,1,0,Everton,West Ham,1,2022-09-18 13:15:00+00:00,2022,6,3901006
198,3,1,Arsenal,Tottenham,1,2022-10-01 11:30:00+00:00,2022,5,3901012
199,0,0,Bournemouth,Brentford,0,2022-10-01 14:00:00+00:00,2022,5,3901013
200,1,2,Crystal Palace,Chelsea,0,2022-10-01 14:00:00+00:00,2022,5,3901014
201,1,4,Fulham,Newcastle,0,2022-10-01 14:00:00+00:00,2022,5,3901015
202,3,3,Liverpool,Brighton,0,2022-10-01 14:00:00+00:00,2022,5,3901018
203,1,2,Southampton,Everton,0,2022-10-01 14:00:00+00:00,2022,5,3901020
204,2,0,West Ham,Wolves,1,2022-10-01 16:30:00+00:00,2022,5,3901021
205,6,3,Man City,Man United,1,2022-10-02 13:00:00+00:00,2022,6,3901019
206,0,0,Leeds,Aston Villa,0,2022-10-02 15:30:00+00:00,2022,6,3901016
207,4,0,Leicester,Nottm Forest,1,2022-10-03 19:00:00+00:00,2022,0,3901017
208,2,1,Bournemouth,Leicester,1,2022-10-08 14:00:00+00:00,2022,5,3901023
209,3,0,Chelsea,Wolves,1,2022-10-08 14:00:00+00:00,2022,5,3901025
210,4,0,Man City,Southampton,1,2022-10-08 14:00:00+00:00,2022,5,3901028
211,5,1,Newcastle,Brentford,1,2022-10-08 14:00:00+00:00,2022,5,3901029
212,0,1,Brighton,Tottenham,0,2022-10-08 16:30:00+00:00,2022,5,3901024
213,2,1,Crystal Palace,Leeds,1,2022-10-09 13:00:00+00:00,2022,6,3901026
214,3,1,West Ham,Fulham,1,2022-10-09 13:00:00+00:00,2022,6,3901031
215,3,2,Arsenal,Liverpool,1,2022-10-09 15:30:00+00:00,2022,6,3901022
216,1,2,Everton,Man United,0,2022-10-09 18:00:00+00:00,2022,6,3901027
217,1,1,Nottm Forest,Aston Villa,0,2022-10-10 19:00:00+00:00,2022,0,3901030
218,2,0,Brentford,Brighton,1,2022-10-14 19:00:00+00:00,2022,4,3901033
219,0,0,Leicester,Crystal Palace,0,2022-10-15 11:30:00+00:00,2022,5,3901036
220,2,2,Fulham,Bournemouth,0,2022-10-15 14:00:00+00:00,2022,5,3901034
221,1,0,Wolves,Nottm Forest,1,2022-10-15 14:00:00+00:00,2022,5,3901041
222,2,0,Tottenham,Everton,1,2022-10-15 16:30:00+00:00,2022,5,3901040
223,0,2,Aston Villa,Chelsea,0,2022-10-16 13:00:00+00:00,2022,6,3901032
224,0,1,Leeds,Arsenal,0,2022-10-16 13:00:00+00:00,2022,6,3901035
225,0,0,Man United,Newcastle,0,2022-10-16 13:00:00+00:00,2022,6,3901038
226,1,1,Southampton,West Ham,0,2022-10-16 13:00:00+00:00,2022,6,3901039
227,1,0,Liverpool,Man City,1,2022-10-16 15:30:00+00:00,2022,6,3901037
228,0,0,Brighton,Nottm Forest,0,2022-10-18 18:30:00+00:00,2022,1,3901045
229,2,1,Crystal Palace,Wolves,1,2022-10-18 19:15:00+00:00,2022,1,3901048
230,0,1,Bournemouth,Southampton,0,2022-10-19 18:30:00+00:00,2022,2,3901043
231,0,0,Brentford,Chelsea,0,2022-10-19 18:30:00+00:00,2022,2,3901044
232,1,0,Liverpool,West Ham,1,2022-10-19 18:30:00+00:00,2022,2,3901050
233,1,0,Newcastle,Everton,1,2022-10-19 18:30:00+00:00,2022,2,3901049
234,2,0,Man United,Tottenham,1,2022-10-19 19:15:00+00:00,2022,2,3901051
235,3,0,Fulham,Aston Villa,1,2022-10-20 18:30:00+00:00,2022,3,3901046
236,2,0,Leicester,Leeds,1,2022-10-20 19:15:00+00:00,2022,3,3901047
237,1,0,Nottm Forest,Liverpool,1,2022-10-22 11:30:00+00:00,2022,5,3901057
238,3,0,Everton,Crystal Palace,1,2022-10-22 14:00:00+00:00,2022,5,3901054
239,3,1,Man City,Brighton,1,2022-10-22 14:00:00+00:00,2022,5,3901056
240,1,1,Chelsea,Man United,0,2022-10-22 16:30:00+00:00,2022,5,3901053
241,4,0,Aston Villa,Brentford,1,2022-10-23 13:00:00+00:00,2022,6,3901052
242,2,3,Leeds,Fulham,0,2022-10-23 13:00:00+00:00,2022,6,3901055
243,1,1,Southampton,Arsenal,0,2022-10-23 13:00:00+00:00,2022,6,3901058
244,0,4,Wolves,Leicester,0,2022-10-23 13:00:00+00:00,2022,6,3901061
245,1,2,Tottenham,Newcastle,0,2022-10-23 15:30:00+00:00,2022,6,3901059
246,2,0,West Ham,Bournemouth,1,2022-10-24 19:00:00+00:00,2022,0,3901060
247,0,1,Leicester,Man City,0,2022-10-29 11:30:00+00:00,2022,5,3901068
248,2,3,Bournemouth,Tottenham,0,2022-10-29 14:00:00+00:00,2022,5,3901063
249,1,1,Brentford,Wolves,0,2022-10-29 14:00:00+00:00,2022,5,3901064
250,4,1,Brighton,Chelsea,1,2022-10-29 14:00:00+00:00,2022,5,3901065
251,1,0,Crystal Palace,Southampton,1,2022-10-29 14:00:00+00:00,2022,5,3901066
252,4,0,Newcastle,Aston Villa,1,2022-10-29 14:00:00+00:00,2022,5,3901071
253,0,0,Fulham,Everton,0,2022-10-29 16:30:00+00:00,2022,5,3901067
